UserInfoID;UserID;Country;City;PostCode;HPhone;MPhone
"                                    1001";"1002";"US";"Topeka";"7802";"4753490697";"1811600550"
"                                    1003";"1004";"US";"Salt Lake City";"4056";"5719400164";"0963240902"
"                                    1005";"1006";"US";"Indianapolis";"2084";"8835140536";"8868520175"
"                                    1007";"1008";"US";"Salt Lake City";"9538";"2684460467";"3591640601"
"                                    1009";"1010";"US";"Denver";"6921";"7876390166";"0959640072"
"                                    1011";"1012";"US";"Oklahoma City";"8667";"3026170001";"8400920036"
"                                    1013";"1014";"US";"Phoenix";"3736";"0117670452";"8459820652"
"                                    1015";"1016";"US";"Santa Fe";"7228";"8320160336";"9887350615"
"                                    1017";"1018";"US";"Carson City";"6759";"7334570504";"7890690302"
"                                    1019";"1020";"US";"Columbia";"3613";"4217480459";"6626370152"
"                                    1021";"1022";"US";"Phoenix";"8925";"9832720566";"9944790453"
"                                    1023";"1024";"US";"Providence";"1386";"3963860814";"9096010925"
"                                    1025";"1026";"US";"Atlanta";"8243";"9942650319";"8109470773"
"                                    1027";"1028";"US";"Carson City";"5579";"3121430993";"0462530123"
"                                    1029";"1030";"US";"Indianapolis";"2140";"8989750097";"3055520986"
"                                    1031";"1032";"US";"Boise";"7209";"0078130593";"5723240175"
"                                    1033";"1034";"US";"Richmond";"8276";"2734240507";"7665480826"
"                                    1035";"1036";"US";"Providence";"5517";"7629490732";"3851620444"
"                                    1037";"1038";"US";"Frankfort";"8329";"0296150965";"7696760615"
"                                    1039";"1040";"US";"Jackson";"9428";"0488100725";"8249610818"
"                                    1041";"1042";"US";"Carson City";"8258";"1560370636";"3084400974"
"                                    1043";"1044";"US";"Topeka";"4733";"3835490420";"0212150664"
"                                    1045";"1046";"US";"Phoenix";"3535";"8046780291";"5018600157"
"                                    1047";"1048";"US";"Augusta";"8503";"7791680692";"0758950671"
"                                    1049";"1050";"US";"Baton Rouge";"6850";"2240310567";"3551980521"
"                                    1051";"1052";"US";"Helena";"8211";"2867140603";"5378470068"
"                                    1053";"1054";"US";"Tallahassee";"7789";"0466160145";"0951580621"
"                                    1055";"1056";"US";"Olympia";"6087";"1402370715";"7169150720"
"                                    1057";"1058";"US";"Indianapolis";"3988";"4134960331";"5720510433"
"                                    1059";"1060";"US";"Austin";"2192";"0010000068";"2962820607"
"                                    1061";"1062";"US";"Augusta";"9252";"4563040550";"2224440207"
"                                    1063";"1064";"US";"Richmond";"1719";"7964430317";"7795430176"
"                                    1065";"1066";"US";"Austin";"7155";"6222710255";"1017700452"
"                                    1067";"1068";"US";"Concord";"6007";"6543980530";"2319860077"
"                                    1069";"1070";"US";"Phoenix";"7607";"3477540733";"4854220543"
"                                    1071";"1072";"US";"Little Rock";"9789";"4390650142";"8576140779"
"                                    1073";"1074";"US";"Augusta";"3894";"5767800338";"5338110465"
"                                    1075";"1076";"US";"Harrisburg";"9152";"3862340575";"8843710555"
"                                    1077";"1078";"US";"Sacramento";"5698";"6320780622";"5218970181"
"                                    1079";"1080";"US";"Boise";"6733";"3282640012";"2661070358"
"                                    1081";"1082";"US";"Baton Rouge";"8576";"9341250879";"1397040127"
"                                    1083";"1084";"US";"Trenton";"9620";"0273180841";"7007510070"
"                                    1085";"1086";"US";"Hartford";"3427";"0596950603";"3542890342"
"                                    1087";"1088";"US";"Atlanta";"6493";"0963500244";"4622200632"
"                                    1089";"1090";"US";"Little Rock";"3416";"6544120350";"3466990722"
"                                    1091";"1092";"US";"Little Rock";"9477";"0223440463";"5605420545"
"                                    1093";"1094";"US";"Salem";"2888";"6958000517";"9983970905"
"                                    1095";"1096";"US";"Juneau";"3219";"7913120213";"7037030267"
"                                    1097";"1098";"US";"Montpelier";"7739";"5963490523";"4676550286"
"                                    1099";"1100";"US";"Richmond";"3694";"5995380760";"5807210969"
"                                    1101";"1102";"US";"Albany";"6767";"6610710910";"3084250654"
"                                    1103";"1104";"US";"Pierre";"6224";"1775880164";"9674350185"
"                                    1105";"1106";"US";"Indianapolis";"5498";"3880750845";"6751810972"
"                                    1107";"1108";"US";"Jefferson City";"7226";"1955590172";"1425270832"
"                                    1109";"1110";"US";"Columbus";"9977";"1196320539";"0832370770"
"                                    1111";"1112";"US";"Atlanta";"5185";"2810950278";"1172540115"
"                                    1113";"1114";"US";"Helena";"1040";"5362530068";"2340290674"
"                                    1115";"1116";"US";"Bismarck";"3340";"1276480447";"1914160804"
"                                    1117";"1118";"US";"Carson City";"2552";"5072660117";"4198810570"
"                                    1119";"1120";"US";"Richmond";"9602";"1934980985";"3130350399"
"                                    1121";"1122";"US";"Helena";"5123";"7814000120";"9747350886"
"                                    1123";"1124";"US";"Springfield";"2192";"5160250085";"7712660666"
"                                    1125";"1126";"US";"Baton Rouge";"1790";"0258730320";"3133550509"
"                                    1127";"1128";"US";"Raleigh";"9498";"1097370524";"6820220053"
"                                    1129";"1130";"US";"Boston";"5180";"7134810233";"0195100829"
"                                    1131";"1132";"US";"Charleston";"2660";"4605440021";"8178290491"
"                                    1133";"1134";"US";"Salem";"5641";"3661900030";"5116210415"
"                                    1135";"1136";"US";"Harrisburg";"1375";"6338000761";"2274010066"
"                                    1137";"1138";"US";"Bismarck";"9841";"6307400320";"7663850813"
"                                    1139";"1140";"US";"Annapolis";"1423";"4575860567";"1944360075"
"                                    1141";"1142";"US";"Salem";"2352";"7097440846";"6178720985"
